timestamp,model,sales
2025-04-25 11:47:46+00:00,rtx3080,1.0
2025-04-25 11:47:46+00:00,rtx3090,3.0
2025-04-25 11:47:46+00:00,rx6700,13.0
2025-04-25 11:46:48+00:00,rx6700,9.0
2025-04-25 11:46:48+00:00,rtx3090,3.0
2025-04-25 11:46:48+00:00,rtx3080,18.0
2025-04-25 11:46:48+00:00,rtx3070,18.0
2025-04-25 11:46:48+00:00,rtx3060,9.0
2025-04-25 11:45:48+00:00,rx6700,12.0
2025-04-25 11:45:48+00:00,rtx3090,2.0
2025-04-25 11:45:48+00:00,rtx3080,8.0
2025-04-25 11:45:48+00:00,rtx3070,8.0
2025-04-25 11:45:48+00:00,rtx3060,20.0
2025-04-25 11:44:50+00:00,rtx3080,12.0
2025-04-25 11:44:50+00:00,rtx3060,6.0
2025-04-25 11:44:50+00:00,rtx3070,12.0
2025-04-25 11:44:50+00:00,rtx3090,8.0
2025-04-25 11:44:50+00:00,rx6700,19.0
2025-04-25 11:43:52+00:00,rx6700,13.0
2025-04-25 11:43:52+00:00,rtx3090,19.0
2025-04-25 11:43:52+00:00,rtx3080,8.0
2025-04-25 11:43:52+00:00,rtx3070,8.0
2025-04-25 11:43:52+00:00,rtx3060,4.0
2025-04-25 11:42:53+00:00,rx6700,1.0
2025-04-25 11:42:53+00:00,rtx3090,10.0
2025-04-25 11:42:53+00:00,rtx3080,6.0
2025-04-25 11:42:53+00:00,rtx3070,6.0
2025-04-25 11:42:53+00:00,rtx3060,2.0
2025-04-25 11:41:55+00:00,rtx3080,17.0
2025-04-25 11:41:55+00:00,rtx3060,19.0
2025-04-25 11:41:55+00:00,rtx3070,17.0
2025-04-25 11:41:55+00:00,rtx3090,10.0
2025-04-25 11:41:55+00:00,rx6700,1.0
2025-04-25 11:40:56+00:00,rx6700,8.0
2025-04-25 11:40:56+00:00,rtx3090,15.0
2025-04-25 11:40:56+00:00,rtx3080,1.0
2025-04-25 11:40:56+00:00,rtx3070,1.0
2025-04-25 11:40:56+00:00,rtx3060,3.0
2025-04-25 11:39:58+00:00,rx6700,18.0
2025-04-25 11:39:58+00:00,rtx3090,2.0
2025-04-25 11:39:58+00:00,rtx3080,10.0
2025-04-25 11:39:58+00:00,rtx3070,10.0
2025-04-25 11:39:58+00:00,rtx3060,4.0
2025-04-25 11:38:58+00:00,rtx3080,17.0
2025-04-25 11:38:58+00:00,rtx3070,17.0
2025-04-25 11:38:58+00:00,rtx3060,15.0
2025-04-25 11:38:58+00:00,rtx3090,4.0
2025-04-25 11:38:58+00:00,rx6700,13.0
2025-04-25 11:38:00+00:00,rx6700,13.0
2025-04-25 11:38:00+00:00,rtx3090,4.0
2025-04-25 11:38:00+00:00,rtx3080,17.0
2025-04-25 11:38:00+00:00,rtx3070,17.0
2025-04-25 11:38:00+00:00,rtx3060,15.0
2025-04-25 11:37:02+00:00,rx6700,13.0
2025-04-25 11:37:02+00:00,rtx3090,12.0
2025-04-25 11:37:02+00:00,rtx3080,15.0
2025-04-25 11:37:01+00:00,rtx3070,15.0
2025-04-25 11:37:01+00:00,rtx3060,20.0
2025-04-25 11:36:03+00:00,rtx3080,6.0
2025-04-25 11:36:03+00:00,rtx3070,6.0
2025-04-25 11:36:03+00:00,rtx3060,9.0
2025-04-25 11:36:03+00:00,rtx3090,1.0
2025-04-25 11:36:03+00:00,rx6700,9.0
2025-04-25 11:35:04+00:00,rx6700,5.0
2025-04-25 11:35:04+00:00,rtx3090,0.0
2025-04-25 11:35:04+00:00,rtx3080,9.0
2025-04-25 11:35:04+00:00,rtx3070,9.0
2025-04-25 11:35:04+00:00,rtx3060,16.0
2025-04-25 11:34:05+00:00,rtx3060,11.0
2025-04-25 11:34:05+00:00,rtx3070,3.0
2025-04-25 11:34:05+00:00,rtx3080,3.0
2025-04-25 11:34:05+00:00,rtx3090,6.0
2025-04-25 11:34:05+00:00,rx6700,3.0
2025-04-25 11:33:07+00:00,rx6700,17.0
2025-04-25 11:33:07+00:00,rtx3090,5.0
2025-04-25 11:33:07+00:00,rtx3080,16.0
2025-04-25 11:33:07+00:00,rtx3070,16.0
2025-04-25 11:33:07+00:00,rtx3060,18.0
2025-04-25 11:32:08+00:00,rtx3080,1.0
2025-04-25 11:32:08+00:00,rtx3060,20.0
2025-04-25 11:32:08+00:00,rtx3070,1.0
2025-04-25 11:32:08+00:00,rx6700,0.0
2025-04-25 11:32:08+00:00,rtx3090,14.0
2025-04-25 11:31:10+00:00,rx6700,11.0
2025-04-25 11:31:10+00:00,rtx3090,10.0
2025-04-25 11:31:10+00:00,rtx3080,19.0
2025-04-25 11:31:10+00:00,rtx3070,19.0
2025-04-25 11:31:10+00:00,rtx3060,0.0
2025-04-25 11:30:11+00:00,rx6700,16.0
2025-04-25 11:30:11+00:00,rtx3090,1.0
2025-04-25 11:30:11+00:00,rtx3080,8.0
2025-04-25 11:30:11+00:00,rtx3070,8.0
2025-04-25 11:30:11+00:00,rtx3060,12.0
2025-04-25 11:29:12+00:00,rtx3070,16.0
2025-04-25 11:29:12+00:00,rtx3060,0.0
2025-04-25 11:29:12+00:00,rtx3080,16.0
2025-04-25 11:29:12+00:00,rtx3090,17.0
2025-04-25 11:29:12+00:00,rx6700,19.0
2025-04-25 11:28:13+00:00,rx6700,14.0
2025-04-25 11:28:13+00:00,rtx3090,18.0
2025-04-25 11:28:13+00:00,rtx3080,6.0
2025-04-25 11:28:13+00:00,rtx3070,6.0
2025-04-25 11:28:13+00:00,rtx3060,15.0
2025-04-25 11:27:14+00:00,rx6700,17.0
2025-04-25 11:27:14+00:00,rtx3090,4.0
2025-04-25 11:27:14+00:00,rtx3080,8.0
2025-04-25 11:27:14+00:00,rtx3070,8.0
2025-04-25 11:27:14+00:00,rtx3060,6.0
2025-04-25 11:26:15+00:00,rtx3070,10.0
2025-04-25 11:26:15+00:00,rtx3060,16.0
2025-04-25 11:26:15+00:00,rtx3080,10.0
2025-04-25 11:26:15+00:00,rx6700,6.0
2025-04-25 11:26:15+00:00,rtx3090,11.0
2025-04-25 11:25:15+00:00,rx6700,14.0
2025-04-25 11:25:15+00:00,rtx3090,4.0
2025-04-25 11:25:15+00:00,rtx3080,0.0
2025-04-25 11:25:15+00:00,rtx3070,0.0
2025-04-25 11:25:15+00:00,rtx3060,15.0
2025-04-25 11:24:15+00:00,rx6700,1.0
2025-04-25 11:24:15+00:00,rtx3090,12.0
2025-04-25 11:24:15+00:00,rtx3080,2.0
2025-04-25 11:24:15+00:00,rtx3070,2.0
2025-04-25 11:24:15+00:00,rtx3060,0.0
2025-04-25 10:11:06+00:00,rtx3090,1.0
2025-04-25 10:11:06+00:00,rtx3070,6.0
2025-04-25 10:11:06+00:00,rtx3060,9.0
2025-04-25 10:11:06+00:00,rx6700,4.0
2025-04-25 10:11:06+00:00,rtx3080,6.0
2025-04-25 10:10:05+00:00,rx6700,1.0
2025-04-25 10:10:05+00:00,rtx3090,12.0
2025-04-25 10:10:05+00:00,rtx3080,9.0
2025-04-25 10:10:05+00:00,rtx3070,9.0
2025-04-25 10:10:05+00:00,rtx3060,8.0
2025-04-25 10:09:08+00:00,rtx3060,14.0
2025-04-25 10:09:08+00:00,rx6700,14.0
2025-04-25 10:09:08+00:00,rtx3090,1.0
2025-04-25 10:09:08+00:00,rtx3080,7.0
2025-04-25 10:09:08+00:00,rtx3070,7.0
2025-04-25 10:08:08+00:00,rtx3080,20.0
2025-04-25 10:08:08+00:00,rtx3070,20.0
2025-04-25 10:08:08+00:00,rtx3060,6.0
2025-04-25 10:08:08+00:00,rtx3090,17.0
2025-04-25 10:08:08+00:00,rx6700,0.0
2025-04-25 10:07:10+00:00,rx6700,12.0
2025-04-25 10:07:10+00:00,rtx3090,18.0
2025-04-25 10:07:10+00:00,rtx3080,13.0
2025-04-25 10:07:10+00:00,rtx3070,13.0
2025-04-25 10:07:10+00:00,rtx3060,4.0
2025-04-25 10:06:12+00:00,rx6700,16.0
2025-04-25 10:06:12+00:00,rtx3090,14.0
2025-04-25 10:06:12+00:00,rtx3080,17.0
2025-04-25 10:06:12+00:00,rtx3070,17.0
2025-04-25 10:06:12+00:00,rtx3060,13.0
2025-04-25 10:05:14+00:00,rtx3080,5.0
2025-04-25 10:05:14+00:00,rtx3090,8.0
2025-04-25 10:05:14+00:00,rx6700,13.0
2025-04-25 10:05:13+00:00,rtx3070,5.0
2025-04-25 10:05:13+00:00,rtx3060,12.0
2025-04-25 10:04:15+00:00,rx6700,2.0
2025-04-25 10:04:15+00:00,rtx3090,4.0
2025-04-25 10:04:15+00:00,rtx3080,20.0
2025-04-25 10:04:15+00:00,rtx3070,20.0
2025-04-25 10:04:15+00:00,rtx3060,6.0
2025-04-25 10:03:17+00:00,rx6700,13.0
2025-04-25 10:03:17+00:00,rtx3090,11.0
2025-04-25 10:03:17+00:00,rtx3080,14.0
2025-04-25 10:03:17+00:00,rtx3070,14.0
2025-04-25 10:03:17+00:00,rtx3060,4.0
2025-04-25 10:02:18+00:00,rtx3080,3.0
2025-04-25 10:02:18+00:00,rtx3070,3.0
2025-04-25 10:02:18+00:00,rtx3060,10.0
2025-04-25 10:02:18+00:00,rtx3090,7.0
2025-04-25 10:02:18+00:00,rx6700,19.0
2025-04-25 10:01:20+00:00,rx6700,6.0
2025-04-25 10:01:20+00:00,rtx3090,14.0
2025-04-25 10:01:20+00:00,rtx3080,4.0
2025-04-25 10:01:20+00:00,rtx3070,4.0
2025-04-25 10:01:20+00:00,rtx3060,20.0
2025-04-25 10:00:22+00:00,rx6700,15.0
2025-04-25 10:00:22+00:00,rtx3090,3.0
2025-04-25 10:00:22+00:00,rtx3080,18.0
2025-04-25 10:00:22+00:00,rtx3070,18.0
2025-04-25 10:00:22+00:00,rtx3060,1.0
2025-04-25 09:59:24+00:00,rtx3080,1.0
2025-04-25 09:59:24+00:00,rtx3070,1.0
2025-04-25 09:59:24+00:00,rtx3060,10.0
2025-04-25 09:59:24+00:00,rtx3090,17.0
2025-04-25 09:59:24+00:00,rx6700,16.0
2025-04-25 09:58:26+00:00,rx6700,2.0
2025-04-25 09:58:26+00:00,rtx3090,11.0
2025-04-25 09:58:26+00:00,rtx3080,3.0
2025-04-25 09:58:26+00:00,rtx3070,3.0
2025-04-25 09:58:26+00:00,rtx3060,8.0
2025-04-25 09:57:28+00:00,rtx3080,2.0
2025-04-25 09:57:28+00:00,rtx3060,1.0
2025-04-25 09:57:28+00:00,rtx3070,2.0
2025-04-25 09:57:28+00:00,rtx3090,14.0
2025-04-25 09:57:28+00:00,rx6700,19.0
2025-04-25 09:56:30+00:00,rx6700,15.0
2025-04-25 09:56:30+00:00,rtx3090,2.0
2025-04-25 09:56:30+00:00,rtx3080,8.0
2025-04-25 09:56:29+00:00,rtx3070,8.0
2025-04-25 09:56:29+00:00,rtx3060,19.0
2025-04-25 09:55:30+00:00,rtx3090,4.0
2025-04-25 09:55:30+00:00,rx6700,18.0
2025-04-25 09:55:30+00:00,rtx3080,3.0
2025-04-25 09:55:30+00:00,rtx3070,3.0
2025-04-25 09:55:30+00:00,rtx3060,17.0
2025-04-25 09:54:32+00:00,rx6700,5.0
2025-04-25 09:54:32+00:00,rtx3090,14.0
2025-04-25 09:54:32+00:00,rtx3080,3.0
2025-04-25 09:54:32+00:00,rtx3070,3.0
2025-04-25 09:54:32+00:00,rtx3060,6.0
2025-04-25 09:53:34+00:00,rx6700,12.0
2025-04-25 09:53:34+00:00,rtx3090,9.0
2025-04-25 09:53:34+00:00,rtx3080,5.0
2025-04-25 09:53:34+00:00,rtx3070,5.0
2025-04-25 09:53:34+00:00,rtx3060,0.0
2025-04-25 09:52:36+00:00,rtx3070,16.0
2025-04-25 09:52:36+00:00,rtx3060,16.0
2025-04-25 09:52:36+00:00,rtx3080,16.0
2025-04-25 09:52:36+00:00,rtx3090,2.0
2025-04-25 09:52:36+00:00,rx6700,20.0
2025-04-25 09:51:38+00:00,rx6700,20.0
2025-04-25 09:51:38+00:00,rtx3090,4.0
2025-04-25 09:51:38+00:00,rtx3080,12.0
2025-04-25 09:51:38+00:00,rtx3070,12.0
2025-04-25 09:51:38+00:00,rtx3060,10.0
2025-04-25 09:50:40+00:00,rx6700,11.0
2025-04-25 09:50:40+00:00,rtx3090,12.0
2025-04-25 09:50:40+00:00,rtx3080,5.0
2025-04-25 09:50:40+00:00,rtx3070,5.0
2025-04-25 09:50:40+00:00,rtx3060,9.0
2025-04-25 09:49:42+00:00,rtx3080,11.0
2025-04-25 09:49:42+00:00,rtx3060,12.0
2025-04-25 09:49:42+00:00,rtx3070,11.0
2025-04-25 09:49:42+00:00,rtx3090,10.0
2025-04-25 09:49:42+00:00,rx6700,14.0
2025-04-25 09:48:43+00:00,rx6700,18.0
2025-04-25 09:48:43+00:00,rtx3090,0.0
2025-04-25 09:48:43+00:00,rtx3080,15.0
2025-04-25 09:48:43+00:00,rtx3070,15.0
2025-04-25 09:48:43+00:00,rtx3060,18.0
2025-04-25 09:47:45+00:00,rx6700,13.0
2025-04-25 09:47:45+00:00,rtx3090,3.0
2025-04-25 09:47:45+00:00,rtx3080,1.0
2025-04-25 09:47:45+00:00,rtx3070,1.0
2025-04-25 09:47:45+00:00,rtx3060,9.0
2025-04-25 09:46:47+00:00,rtx3080,18.0
2025-04-25 09:46:47+00:00,rtx3060,9.0
2025-04-25 09:46:47+00:00,rtx3070,18.0
2025-04-25 09:46:47+00:00,rtx3090,3.0
2025-04-25 09:46:47+00:00,rx6700,9.0
2025-04-25 09:45:49+00:00,rx6700,12.0
2025-04-25 09:45:49+00:00,rtx3090,2.0
2025-04-25 09:45:48+00:00,rtx3080,8.0
2025-04-25 09:45:48+00:00,rtx3070,8.0
2025-04-25 09:45:48+00:00,rtx3060,20.0
2025-04-25 09:44:50+00:00,rtx3060,6.0
2025-04-25 09:44:50+00:00,rx6700,19.0
2025-04-25 09:44:50+00:00,rtx3090,8.0
2025-04-25 09:44:50+00:00,rtx3080,12.0
2025-04-25 09:44:50+00:00,rtx3070,12.0
2025-04-25 09:43:52+00:00,rtx3080,8.0
2025-04-25 09:43:52+00:00,rtx3070,8.0
2025-04-25 09:43:52+00:00,rtx3060,4.0
2025-04-25 09:43:52+00:00,rtx3090,19.0
2025-04-25 09:43:52+00:00,rx6700,13.0
2025-04-25 09:42:54+00:00,rx6700,1.0
2025-04-25 09:42:53+00:00,rtx3090,10.0
2025-04-25 09:42:53+00:00,rtx3080,6.0
2025-04-25 09:42:53+00:00,rtx3070,6.0
2025-04-25 09:42:53+00:00,rtx3060,2.0
2025-04-25 09:41:55+00:00,rx6700,1.0
2025-04-25 09:41:55+00:00,rtx3090,10.0
2025-04-25 09:41:55+00:00,rtx3080,17.0
2025-04-25 09:41:55+00:00,rtx3070,17.0
2025-04-25 09:41:55+00:00,rtx3060,19.0
2025-04-25 09:40:57+00:00,rtx3080,1.0
2025-04-25 09:40:57+00:00,rtx3060,3.0
2025-04-25 09:40:57+00:00,rtx3070,1.0
2025-04-25 09:40:57+00:00,rtx3090,15.0
2025-04-25 09:40:57+00:00,rx6700,8.0
2025-04-25 09:39:59+00:00,rx6700,18.0
2025-04-25 09:39:59+00:00,rtx3090,2.0
2025-04-25 09:39:59+00:00,rtx3080,10.0
2025-04-25 09:39:59+00:00,rtx3070,10.0
2025-04-25 09:39:59+00:00,rtx3060,4.0
2025-04-25 09:39:01+00:00,rx6700,18.0
2025-04-25 09:39:01+00:00,rtx3090,2.0
2025-04-25 09:39:01+00:00,rtx3080,10.0
2025-04-25 09:39:01+00:00,rtx3070,10.0
2025-04-25 09:39:01+00:00,rtx3060,4.0
2025-04-25 09:38:03+00:00,rtx3080,17.0
2025-04-25 09:38:03+00:00,rtx3070,17.0
2025-04-25 09:38:03+00:00,rtx3060,15.0
2025-04-25 09:38:03+00:00,rtx3090,4.0
2025-04-25 09:38:03+00:00,rx6700,13.0
2025-04-25 09:37:04+00:00,rx6700,13.0
2025-04-25 09:37:04+00:00,rtx3090,12.0
2025-04-25 09:37:04+00:00,rtx3080,15.0
2025-04-25 09:37:04+00:00,rtx3070,15.0
2025-04-25 09:37:04+00:00,rtx3060,20.0
2025-04-25 09:36:06+00:00,rx6700,9.0
2025-04-25 09:36:05+00:00,rtx3090,1.0
2025-04-25 09:36:05+00:00,rtx3080,6.0
2025-04-25 09:36:05+00:00,rtx3070,6.0
2025-04-25 09:36:05+00:00,rtx3060,9.0
2025-04-25 09:35:07+00:00,rtx3080,9.0
2025-04-25 09:35:07+00:00,rtx3070,9.0
2025-04-25 09:35:07+00:00,rtx3060,16.0
2025-04-25 09:35:07+00:00,rtx3090,0.0
2025-04-25 09:35:07+00:00,rx6700,5.0
2025-04-25 09:34:09+00:00,rx6700,3.0
2025-04-25 09:34:09+00:00,rtx3090,6.0
2025-04-25 09:34:09+00:00,rtx3080,3.0
2025-04-25 09:34:09+00:00,rtx3070,3.0
2025-04-25 09:34:09+00:00,rtx3060,11.0
2025-04-25 09:33:11+00:00,rtx3060,18.0
2025-04-25 09:33:11+00:00,rtx3070,16.0
2025-04-25 09:33:11+00:00,rtx3080,16.0
2025-04-25 09:33:11+00:00,rtx3090,5.0
2025-04-25 09:33:11+00:00,rx6700,17.0
2025-04-25 09:32:13+00:00,rx6700,0.0
2025-04-25 09:32:13+00:00,rtx3090,14.0
2025-04-25 09:32:13+00:00,rtx3080,1.0
2025-04-25 09:32:13+00:00,rtx3070,1.0
2025-04-25 09:32:13+00:00,rtx3060,20.0
2025-04-25 09:31:15+00:00,rtx3080,19.0
2025-04-25 09:31:15+00:00,rtx3060,0.0
2025-04-25 09:31:15+00:00,rtx3070,19.0
2025-04-25 09:31:15+00:00,rtx3090,10.0
2025-04-25 09:31:15+00:00,rx6700,11.0
2025-04-25 09:30:16+00:00,rx6700,16.0
2025-04-25 09:30:16+00:00,rtx3090,1.0
2025-04-25 09:30:16+00:00,rtx3080,8.0
2025-04-25 09:30:16+00:00,rtx3070,8.0
2025-04-25 09:30:16+00:00,rtx3060,12.0
2025-04-25 09:29:18+00:00,rx6700,19.0
2025-04-25 09:29:18+00:00,rtx3090,17.0
2025-04-25 09:29:18+00:00,rtx3080,16.0
2025-04-25 09:29:18+00:00,rtx3070,16.0
2025-04-25 09:29:17+00:00,rtx3060,0.0
2025-04-25 09:28:19+00:00,rtx3070,6.0
2025-04-25 09:28:19+00:00,rtx3060,15.0
2025-04-25 09:28:19+00:00,rtx3080,6.0
2025-04-25 09:28:19+00:00,rtx3090,18.0
2025-04-25 09:28:19+00:00,rx6700,14.0
2025-04-25 09:27:21+00:00,rx6700,17.0
2025-04-25 09:27:21+00:00,rtx3090,4.0
2025-04-25 09:27:21+00:00,rtx3080,8.0
2025-04-25 09:27:21+00:00,rtx3070,8.0
2025-04-25 09:27:21+00:00,rtx3060,6.0
2025-04-25 09:26:23+00:00,rx6700,6.0
2025-04-25 09:26:23+00:00,rtx3090,11.0
2025-04-25 09:26:23+00:00,rtx3080,10.0
2025-04-25 09:26:23+00:00,rtx3070,10.0
2025-04-25 09:26:23+00:00,rtx3060,16.0
2025-04-25 09:25:25+00:00,rtx3070,0.0
2025-04-25 09:25:25+00:00,rtx3060,15.0
2025-04-25 09:25:25+00:00,rtx3080,0.0
2025-04-25 09:25:25+00:00,rx6700,14.0
2025-04-25 09:25:25+00:00,rtx3090,4.0
2025-04-25 09:24:27+00:00,rx6700,1.0
2025-04-25 09:24:27+00:00,rtx3090,12.0
2025-04-25 09:24:27+00:00,rtx3080,2.0
2025-04-25 09:24:27+00:00,rtx3070,2.0
2025-04-25 09:24:27+00:00,rtx3060,0.0
2025-04-25 09:23:29+00:00,rx6700,6.0
2025-04-25 09:23:29+00:00,rtx3090,0.0
2025-04-25 09:23:29+00:00,rtx3080,20.0
2025-04-25 09:23:29+00:00,rtx3070,20.0
2025-04-25 09:23:29+00:00,rtx3060,16.0
2025-04-25 09:22:30+00:00,rtx3090,11.0
2025-04-25 09:22:30+00:00,rtx3070,15.0
2025-04-25 09:22:30+00:00,rtx3060,15.0
2025-04-25 09:22:30+00:00,rx6700,1.0
2025-04-25 09:22:30+00:00,rtx3080,15.0
2025-04-25 09:21:32+00:00,rx6700,17.0
2025-04-25 09:21:32+00:00,rtx3090,5.0
2025-04-25 09:21:32+00:00,rtx3080,6.0
2025-04-25 09:21:32+00:00,rtx3070,6.0
2025-04-25 09:21:32+00:00,rtx3060,20.0
2025-04-25 09:20:34+00:00,rx6700,2.0
2025-04-25 09:20:33+00:00,rtx3060,1.0
2025-04-25 09:20:33+00:00,rtx3090,4.0
2025-04-25 09:20:33+00:00,rtx3080,1.0
2025-04-25 09:20:33+00:00,rtx3070,1.0
2025-04-25 09:19:35+00:00,rtx3080,2.0
2025-04-25 09:19:35+00:00,rtx3060,1.0
2025-04-25 09:19:35+00:00,rtx3070,2.0
2025-04-25 09:19:35+00:00,rtx3090,10.0
2025-04-25 09:19:35+00:00,rx6700,15.0
2025-04-25 09:18:37+00:00,rx6700,1.0
2025-04-25 09:18:37+00:00,rtx3090,12.0
2025-04-25 09:18:37+00:00,rtx3080,8.0
2025-04-25 09:18:37+00:00,rtx3070,8.0
2025-04-25 09:18:37+00:00,rtx3060,0.0
2025-04-25 09:17:39+00:00,rx6700,7.0
2025-04-25 09:17:39+00:00,rtx3090,1.0
2025-04-25 09:17:39+00:00,rtx3080,20.0
2025-04-25 09:17:39+00:00,rtx3070,20.0
2025-04-25 09:17:39+00:00,rtx3060,6.0
2025-04-25 09:16:41+00:00,rtx3080,3.0
2025-04-25 09:16:41+00:00,rtx3060,8.0
2025-04-25 09:16:41+00:00,rtx3070,3.0
2025-04-25 09:16:41+00:00,rtx3090,19.0
2025-04-25 09:16:41+00:00,rx6700,17.0
2025-04-25 09:15:42+00:00,rx6700,19.0
2025-04-25 09:15:42+00:00,rtx3090,14.0
2025-04-25 09:15:42+00:00,rtx3080,4.0
2025-04-25 09:15:42+00:00,rtx3070,4.0
2025-04-25 09:15:42+00:00,rtx3060,20.0
2025-04-25 09:14:44+00:00,rx6700,6.0
2025-04-25 09:14:44+00:00,rtx3090,13.0
2025-04-25 09:14:44+00:00,rtx3080,3.0
2025-04-25 09:14:44+00:00,rtx3070,3.0
2025-04-25 09:14:44+00:00,rtx3060,15.0
2025-04-25 09:13:45+00:00,rtx3080,0.0
2025-04-25 09:13:45+00:00,rtx3060,11.0
2025-04-25 09:13:45+00:00,rtx3070,0.0
2025-04-25 09:13:45+00:00,rtx3090,12.0
2025-04-25 09:13:45+00:00,rx6700,4.0
2025-04-25 09:12:47+00:00,rx6700,14.0
2025-04-25 09:12:47+00:00,rtx3090,0.0
2025-04-25 09:12:47+00:00,rtx3080,19.0
2025-04-25 09:12:47+00:00,rtx3070,19.0
2025-04-25 09:12:47+00:00,rtx3060,19.0
2025-04-25 09:11:49+00:00,rx6700,4.0
2025-04-25 09:11:49+00:00,rtx3090,1.0
2025-04-25 09:11:49+00:00,rtx3080,6.0
2025-04-25 09:11:49+00:00,rtx3070,6.0
2025-04-25 09:11:49+00:00,rtx3060,9.0
2025-04-25 09:10:51+00:00,rtx3080,9.0
2025-04-25 09:10:51+00:00,rtx3060,8.0
2025-04-25 09:10:51+00:00,rtx3070,9.0
2025-04-25 09:10:51+00:00,rtx3090,12.0
2025-04-25 09:10:51+00:00,rx6700,1.0
2025-04-25 09:09:53+00:00,rx6700,14.0
2025-04-25 09:09:53+00:00,rtx3090,1.0
2025-04-25 09:09:53+00:00,rtx3080,7.0
2025-04-25 09:09:53+00:00,rtx3070,7.0
2025-04-25 09:09:53+00:00,rtx3060,14.0
2025-04-25 09:08:54+00:00,rtx3080,20.0
2025-04-25 09:08:54+00:00,rtx3060,6.0
2025-04-25 09:08:54+00:00,rtx3070,20.0
2025-04-25 09:08:54+00:00,rx6700,0.0
2025-04-25 09:08:54+00:00,rtx3090,17.0
2025-04-25 09:07:55+00:00,rtx3060,4.0
2025-04-25 09:07:55+00:00,rx6700,12.0
2025-04-25 09:07:55+00:00,rtx3090,18.0
2025-04-25 09:07:55+00:00,rtx3080,13.0
2025-04-25 09:07:55+00:00,rtx3070,13.0
2025-04-25 09:06:57+00:00,rtx3090,14.0
2025-04-25 09:06:57+00:00,rtx3080,17.0
2025-04-25 09:06:57+00:00,rtx3070,17.0
2025-04-25 09:06:57+00:00,rx6700,16.0
2025-04-25 09:06:57+00:00,rtx3060,13.0
